query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
Cluster_909,220668.lp_3296,3.57e-315,860.0,"COG0285@1|root,COG0285@2|Bacteria,1TPX5@1239|Firmicutes,4HBJM@91061|Bacilli,3F3ZR@33958|Lactobacillaceae",91061|Bacilli,H,Belongs to the folylpolyglutamate synthase family,folC,-,"6.3.2.12,6.3.2.17",ko:K11754,"ko00790,ko01100,map00790,map01100","M00126,M00841","R00942,R02237,R04241","RC00064,RC00090,RC00162","ko00000,ko00001,ko00002,ko01000",-,-,-,"Mur_ligase_C,Mur_ligase_M"
Cluster_910,220668.lp_0120,0.0,870.0,"COG1113@1|root,COG1113@2|Bacteria,1TP97@1239|Firmicutes,4H9QX@91061|Bacilli,3F3YD@33958|Lactobacillaceae",91061|Bacilli,E,Amino acid permease,yifK,-,-,ko:K03293,-,-,-,-,ko00000,2.A.3.1,-,-,AA_permease
Cluster_911,220668.lp_2683,0.0,898.0,"COG1167@1|root,COG1167@2|Bacteria,1TPS5@1239|Firmicutes,4HB2U@91061|Bacilli,3F5UY@33958|Lactobacillaceae",91061|Bacilli,K,"Bacterial regulatory proteins, gntR family",gabR,-,-,ko:K00375,-,-,-,-,"ko00000,ko03000",-,-,-,"Aminotran_1_2,GntR"
Cluster_912,220668.lp_0498,2.75e-316,862.0,"COG0738@1|root,COG0738@2|Bacteria,1TQ1K@1239|Firmicutes,4HTTC@91061|Bacilli,3F3U4@33958|Lactobacillaceae",91061|Bacilli,G,Major Facilitator Superfamily,-,-,-,ko:K02429,-,-,-,-,"ko00000,ko02000",2.A.1.7,-,-,MFS_1
Cluster_913,220668.lp_0436,0.0,884.0,"COG1455@1|root,COG1455@2|Bacteria,1TP8D@1239|Firmicutes,4H9W2@91061|Bacilli,3F4VG@33958|Lactobacillaceae",91061|Bacilli,G,"The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active - transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane",chbC,-,-,ko:K02761,"ko00500,ko02060,map00500,map02060",M00275,"R11170,R11172","RC00017,RC03206","ko00000,ko00001,ko00002,ko02000",4.A.3.2,-,-,PTS_EIIC
Cluster_914,220668.45723572,3.13e-283,789.0,"COG0550@1|root,COG0550@2|Bacteria,1TPJD@1239|Firmicutes,4HAZV@91061|Bacilli,3F4W6@33958|Lactobacillaceae",91061|Bacilli,L,This gene contains a nucleotide ambiguity which may be the result of a sequencing error,traI,-,5.99.1.2,ko:K03169,-,-,-,-,"ko00000,ko01000,ko03032",-,-,-,"Topoisom_bac,Toprim,Toprim_Crpt,zf-C4_Topoisom"
Cluster_915,220668.lp_0439,0.0,872.0,"COG1455@1|root,COG1455@2|Bacteria,1TP8D@1239|Firmicutes,4H9W2@91061|Bacilli,3F4VG@33958|Lactobacillaceae",91061|Bacilli,G,"The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active - transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane",celB,-,-,ko:K02761,"ko00500,ko02060,map00500,map02060",M00275,"R11170,R11172","RC00017,RC03206","ko00000,ko00001,ko00002,ko02000",4.A.3.2,-,-,PTS_EIIC
Cluster_916,1136177.KCA1_2565,0.0,867.0,"COG1455@1|root,COG1455@2|Bacteria,1TP8D@1239|Firmicutes,4HDVN@91061|Bacilli,3FC70@33958|Lactobacillaceae",91061|Bacilli,G,"The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active - transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane",celD,-,-,ko:K02761,"ko00500,ko02060,map00500,map02060",M00275,"R11170,R11172","RC00017,RC03206","ko00000,ko00001,ko00002,ko02000",4.A.3.2,-,-,PTS_EIIC
Cluster_917,220668.lp_1249,5.549999999999999e-290,796.0,"COG2610@1|root,COG2610@2|Bacteria,1TQ14@1239|Firmicutes,4HB0Y@91061|Bacilli,3F3V0@33958|Lactobacillaceae",91061|Bacilli,EG,Gluconate,gntP,-,-,ko:K03299,-,-,-,-,"ko00000,ko02000",2.A.8,-,-,GntP_permease
Cluster_918,220668.lp_0820,0.0,867.0,"COG1109@1|root,COG1109@2|Bacteria,1TP1X@1239|Firmicutes,4HB16@91061|Bacilli,3F3W5@33958|Lactobacillaceae",91061|Bacilli,G,Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate,glmM,-,5.4.2.10,ko:K03431,"ko00520,ko01100,ko01130,map00520,map01100,map01130",-,R02060,RC00408,"ko00000,ko00001,ko01000",-,-,iSB619.SA_RS11275,"PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV"
Cluster_919,220668.lp_2544,0.0,884.0,"COG0446@1|root,COG0446@2|Bacteria,1TPWW@1239|Firmicutes,4H9U7@91061|Bacilli,3F449@33958|Lactobacillaceae",91061|Bacilli,C,NADH oxidase,npr,-,1.11.1.1,ko:K05910,-,-,-,-,"ko00000,ko01000",-,-,-,"Pyr_redox_2,Pyr_redox_dim"
Cluster_920,220668.lp_1400,2.51e-286,786.0,"COG1455@1|root,COG1455@2|Bacteria,1V0MP@1239|Firmicutes,4IPPQ@91061|Bacilli,3F9KT@33958|Lactobacillaceae",91061|Bacilli,G,"The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active - transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane",-,-,-,ko:K02761,"ko00500,ko02060,map00500,map02060",M00275,"R11170,R11172","RC00017,RC03206","ko00000,ko00001,ko00002,ko02000",4.A.3.2,-,-,PTS_EIIC
Cluster_921,220668.lp_0476,0.0,911.0,"COG1078@1|root,COG1078@2|Bacteria,1TPVB@1239|Firmicutes,4HAX8@91061|Bacilli,3F442@33958|Lactobacillaceae",91061|Bacilli,S,HD domain protein,ywfO,"GO:0003674,GO:0003824,GO:0006139,GO:0006163,GO:0006195,GO:0006203,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008832,GO:0009056,GO:0009058,GO:0009117,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009151,GO:0009155,GO:0009166,GO:0009200,GO:0009204,GO:0009215,GO:0009217,GO:0009262,GO:0009264,GO:0009394,GO:0009987,GO:0016787,GO:0016788,GO:0016793,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019692,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042578,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0046070,GO:0046386,GO:0046434,GO:0046483,GO:0046700,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901575,GO:1901576",-,ko:K06885,-,-,-,-,ko00000,-,-,-,HD
Cluster_922,220668.lp_2177,7.91e-306,836.0,"COG0168@1|root,COG0168@2|Bacteria,1TQ4S@1239|Firmicutes,4H9ME@91061|Bacilli,3F5BE@33958|Lactobacillaceae",91061|Bacilli,P,Potassium uptake protein,ktrB,-,-,ko:K03498,-,-,-,-,"ko00000,ko02000","2.A.38.1,2.A.38.4",-,-,TrkH
Cluster_923,220668.lp_0735,0.0,894.0,"COG4098@1|root,COG4098@2|Bacteria,1TPZE@1239|Firmicutes,4HB00@91061|Bacilli,3F3TQ@33958|Lactobacillaceae",91061|Bacilli,L,Helicase C-terminal domain protein,comFA,"GO:0003674,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006268,GO:0006270,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032392,GO:0032508,GO:0033554,GO:0034641,GO:0034645,GO:0042623,GO:0043138,GO:0043140,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0140097,GO:1901360,GO:1901576",-,ko:K02240,-,M00429,-,-,"ko00000,ko00002,ko02044",3.A.11.1,-,-,"DEAD,Helicase_C,ResIII"
Cluster_924,220668.lp_2502,0.0,898.0,"COG0166@1|root,COG0166@2|Bacteria,1TP29@1239|Firmicutes,4H9VI@91061|Bacilli,3F3XK@33958|Lactobacillaceae",91061|Bacilli,G,Belongs to the GPI family,pgi,"GO:0003674,GO:0003824,GO:0004347,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0005996,GO:0006006,GO:0006082,GO:0006090,GO:0006091,GO:0006094,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016051,GO:0016052,GO:0016053,GO:0016310,GO:0016853,GO:0016860,GO:0016861,GO:0017144,GO:0018130,GO:0019318,GO:0019319,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046031,GO:0046034,GO:0046364,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576",5.3.1.9,ko:K01810,"ko00010,ko00030,ko00500,ko00520,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00030,map00500,map00520,map01100,map01110,map01120,map01130,map01200","M00001,M00004,M00114","R02739,R02740,R03321","RC00376,RC00563","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,PGI
Cluster_925,220668.lp_2308,0.0,881.0,"COG0527@1|root,COG0527@2|Bacteria,1TPQJ@1239|Firmicutes,4HAEP@91061|Bacilli,3F48V@33958|Lactobacillaceae",91061|Bacilli,E,Belongs to the aspartokinase family,lysC,"GO:0000166,GO:0003674,GO:0003824,GO:0004072,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006553,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016774,GO:0017076,GO:0019202,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046451,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",2.7.2.4,ko:K00928,"ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01210,map01230","M00016,M00017,M00018,M00033,M00525,M00526,M00527",R00480,"RC00002,RC00043","ko00000,ko00001,ko00002,ko01000",-,-,iYO844.BSU03790,"AA_kinase,ACT,ACT_7"
Cluster_926,220668.lp_3449,0.0,904.0,"COG0446@1|root,COG0446@2|Bacteria,1TPWW@1239|Firmicutes,4H9U7@91061|Bacilli,3F449@33958|Lactobacillaceae",91061|Bacilli,C,NADH oxidase,nox,-,1.6.3.4,ko:K17869,-,-,-,-,"ko00000,ko01000",-,-,-,"Pyr_redox_2,Pyr_redox_dim"
Cluster_927,220668.lp_2142,0.0,891.0,"COG1215@1|root,COG1215@2|Bacteria,1TR2P@1239|Firmicutes,4HAQN@91061|Bacilli,3F53W@33958|Lactobacillaceae",91061|Bacilli,M,Glycosyl transferase family group 2,icaA,-,-,-,-,-,-,-,-,-,-,-,"Chitin_synth_2,Glyco_tranf_2_3,Glyco_trans_2_3,Glycos_transf_2"
Cluster_928,220668.lp_1721,0.0,894.0,"COG0160@1|root,COG0160@2|Bacteria,1VS6F@1239|Firmicutes,4H9M7@91061|Bacilli,3F569@33958|Lactobacillaceae",91061|Bacilli,E,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,gabT,-,"2.6.1.19,5.1.1.21","ko:K00823,ko:K20708","ko00250,ko00410,ko00640,ko00650,ko01100,ko01120,map00250,map00410,map00640,map00650,map01100,map01120",M00027,"R00908,R01648","RC00006,RC00062","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,-,Aminotran_3
Cluster_929,220668.lp_1815,1.17e-290,797.0,"29UYR@1|root,30GBR@2|Bacteria,1UFPM@1239|Firmicutes,4IEVQ@91061|Bacilli,3F4MC@33958|Lactobacillaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cluster_930,220668.lp_1822,1.31e-303,830.0,"COG1249@1|root,COG1249@2|Bacteria,1TS0Z@1239|Firmicutes,4HBYB@91061|Bacilli,3F3K2@33958|Lactobacillaceae",91061|Bacilli,C,Glutathione reductase,gshR1,-,1.8.1.7,ko:K00383,"ko00480,ko04918,map00480,map04918",-,"R00094,R00115",RC00011,"ko00000,ko00001,ko01000",-,-,-,"Pyr_redox_2,Pyr_redox_dim"
Cluster_931,220668.lp_2213,1.12e-304,833.0,"COG1114@1|root,COG1114@2|Bacteria,1TQIS@1239|Firmicutes,4HAKA@91061|Bacilli,3F3KC@33958|Lactobacillaceae",91061|Bacilli,U,Component of the transport system for branched-chain amino acids,brnQ,-,-,ko:K03311,-,-,-,-,ko00000,2.A.26,-,iSB619.SA_RS01075,Branch_AA_trans
Cluster_932,220668.lp_1581,0.0,912.0,"COG0174@1|root,COG0174@2|Bacteria,1TNZA@1239|Firmicutes,4HACE@91061|Bacilli,3F41A@33958|Lactobacillaceae",91061|Bacilli,E,glutamine synthetase,glnA,-,6.3.1.2,ko:K01915,"ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727",-,R00253,"RC00010,RC02798","ko00000,ko00001,ko01000,ko04147",-,-,-,"Gln-synt_C,Gln-synt_N"
Cluster_933,220668.lp_1729,0.0,872.0,"COG2211@1|root,COG2211@2|Bacteria,1TRP7@1239|Firmicutes,4HCUK@91061|Bacilli,3F3YZ@33958|Lactobacillaceae",91061|Bacilli,G,Major Facilitator,malT,-,-,ko:K16211,-,-,-,-,"ko00000,ko02000",2.A.2.6,-,-,MFS_1
Cluster_934,220668.lp_0545,0.0,879.0,"COG0037@1|root,COG0037@2|Bacteria,1TPXP@1239|Firmicutes,4H9ZM@91061|Bacilli,3F4GY@33958|Lactobacillaceae",91061|Bacilli,J,"Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine",tilS,-,"2.4.2.8,6.3.4.19","ko:K04075,ko:K15780","ko00230,ko01100,ko01110,map00230,map01100,map01110",-,"R01132,R01229,R02142,R09597","RC00063,RC00122,RC02633,RC02634","ko00000,ko00001,ko01000,ko03016",-,-,-,"ATP_bind_3,TilS,TilS_C"
Cluster_935,220668.lp_2194,9.73e-310,845.0,"COG0849@1|root,COG0849@2|Bacteria,1TP1Z@1239|Firmicutes,4H9NF@91061|Bacilli,3F413@33958|Lactobacillaceae",91061|Bacilli,D,Cell division protein that is involved in the assembly of the Z ring. May serve as a membrane anchor for the Z ring,ftsA,"GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0009898,GO:0009987,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032153,GO:0044425,GO:0044459,GO:0044464,GO:0051301,GO:0071944,GO:0098552,GO:0098562",-,ko:K03590,"ko04112,map04112",-,-,-,"ko00000,ko00001,ko03036,ko04812",-,-,-,"DUF3484,FtsA,SHS2_FTSA"
Cluster_936,220668.lp_0243,0.0,876.0,"COG4320@1|root,COG4320@2|Bacteria,1UCBA@1239|Firmicutes,4HBCI@91061|Bacilli,3F3JA@33958|Lactobacillaceae",91061|Bacilli,S,Uncharacterized protein conserved in bacteria (DUF2252),-,-,-,ko:K13730,"ko05100,map05100",-,-,-,"ko00000,ko00001",-,-,-,DUF2252
Cluster_937,220668.lp_1169,0.0,882.0,"COG0334@1|root,COG0334@2|Bacteria,1TP45@1239|Firmicutes,4HAEI@91061|Bacilli,3F4DS@33958|Lactobacillaceae",91061|Bacilli,E,Belongs to the Glu Leu Phe Val dehydrogenases family,gdhA,-,1.4.1.4,ko:K00262,"ko00220,ko00250,ko00910,ko01100,map00220,map00250,map00910,map01100",-,R00248,"RC00006,RC02799","ko00000,ko00001,ko01000",-,-,-,"ELFV_dehydrog,ELFV_dehydrog_N"
Cluster_938,220668.lp_2380,0.0,906.0,"COG0770@1|root,COG0770@2|Bacteria,1TRG9@1239|Firmicutes,4HAMY@91061|Bacilli,3FBS5@33958|Lactobacillaceae",91061|Bacilli,M,Domain of unknown function (DUF1727),murE2,-,6.3.2.13,ko:K01928,"ko00300,ko00550,map00300,map00550",-,R02788,"RC00064,RC00090","ko00000,ko00001,ko01000,ko01011",-,-,-,"DUF1727,Mur_ligase_M"
Cluster_939,1136177.KCA1_0942,7.13e-200,567.0,"COG0172@1|root,COG0172@2|Bacteria,1TPSA@1239|Firmicutes,4H9M2@91061|Bacilli,3F5GR@33958|Lactobacillaceae",91061|Bacilli,J,Domain of unknown function (DUF4041),-,-,-,-,-,-,-,-,-,-,-,-,"DUF4041,MUG113,T5orf172"
Cluster_940,220668.lp_1600,9.4e-312,850.0,"COG1570@1|root,COG1570@2|Bacteria,1TP4E@1239|Firmicutes,4HAN2@91061|Bacilli,3F4RE@33958|Lactobacillaceae",91061|Bacilli,L,"Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides",xseA,-,3.1.11.6,ko:K03601,"ko03430,map03430",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"Exonuc_VII_L,tRNA_anti_2"
Cluster_941,220668.lp_1617,0.0,879.0,"COG0144@1|root,COG0781@1|root,COG0144@2|Bacteria,COG0781@2|Bacteria,1TP3N@1239|Firmicutes,4HBQ6@91061|Bacilli,3F45F@33958|Lactobacillaceae",91061|Bacilli,J,Specifically methylates the cytosine at position 967 (m5C967) of 16S rRNA,sun,"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008169,GO:0008173,GO:0008649,GO:0008757,GO:0009383,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016434,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360",2.1.1.176,ko:K03500,-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,"Methyltr_RsmB-F,Methyltr_RsmF_N,NusB"
Cluster_942,220668.lp_0068,0.0,868.0,"COG2966@1|root,COG3610@1|root,COG2966@2|Bacteria,COG3610@2|Bacteria,1TNZH@1239|Firmicutes,4HU4D@91061|Bacilli,3F4FR@33958|Lactobacillaceae",91061|Bacilli,S,Putative threonine/serine exporter,-,-,-,-,-,-,-,-,-,-,-,-,"ThrE,ThrE_2"
Cluster_943,220668.lp_2507,1.43e-306,837.0,"COG2848@1|root,COG2848@2|Bacteria,1TQG8@1239|Firmicutes,4HBTU@91061|Bacilli,3F4H2@33958|Lactobacillaceae",91061|Bacilli,S,UPF0210 protein,XK27_08635,-,-,ko:K09157,-,-,-,-,ko00000,-,-,-,DUF711
Cluster_944,220668.lp_2278,2.41e-314,857.0,"COG0513@1|root,COG0513@2|Bacteria,1TPAP@1239|Firmicutes,4HA98@91061|Bacilli,3F4FQ@33958|Lactobacillaceae",91061|Bacilli,JKL,DEAD-box RNA helicase. May work in conjunction with the cold shock proteins to ensure proper initiation of transcription at low and optimal temperatures,cshB,"GO:0000166,GO:0003674,GO:0003676,GO:0003723,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006807,GO:0006950,GO:0008026,GO:0008144,GO:0008150,GO:0008152,GO:0008186,GO:0009266,GO:0009295,GO:0009409,GO:0009628,GO:0009987,GO:0010501,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043590,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0070035,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:1901265,GO:1901360,GO:1901363",3.6.4.13,"ko:K05592,ko:K18692","ko03018,map03018",-,-,-,"ko00000,ko00001,ko01000,ko03009,ko03019",-,-,-,"DEAD,Helicase_C"
Cluster_945,936140.AEOT01000002_gene2138,1.49e-308,842.0,"COG1486@1|root,COG1486@2|Bacteria,1TQ9I@1239|Firmicutes,4H9TM@91061|Bacilli,3F4W5@33958|Lactobacillaceae",91061|Bacilli,G,Family 4 glycosyl hydrolase C-terminal domain,malH,-,3.2.1.122,ko:K01232,"ko00500,map00500",-,"R00837,R00838,R06113",RC00049,"ko00000,ko00001,ko01000",-,GH4,-,"Glyco_hydro_4,Glyco_hydro_4C"
Cluster_946,220668.lp_2922,0.0,914.0,"COG1524@1|root,COG1524@2|Bacteria,1TRZ7@1239|Firmicutes,4HAY5@91061|Bacilli,3F4V5@33958|Lactobacillaceae",91061|Bacilli,S,type I phosphodiesterase nucleotide pyrophosphatase,npp,-,-,-,-,-,-,-,-,-,-,-,Phosphodiest
Cluster_947,1136177.KCA1_0396,5.06e-105,330.0,"COG3209@1|root,COG3209@2|Bacteria",2|Bacteria,M,self proteolysis,-,-,-,ko:K21493,-,-,-,-,"ko00000,ko01000,ko02048",-,-,-,"ALF,Beta_helix,DUF4280,FIVAR,LRR_5,LXG,Laminin_G_3,Ntox50,PT-TG"
Cluster_948,52979.O03927_9CAUD,0.0,901.0,"4QH25@10239|Viruses,4R0NR@35237|dsDNA viruses  no RNA stage,4QQX7@28883|Caudovirales",28883|Caudovirales,S,Phage terminase large subunit,-,"GO:0003674,GO:0003824,GO:0004518,GO:0005575,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016032,GO:0016787,GO:0016788,GO:0019058,GO:0019068,GO:0019072,GO:0019073,GO:0032991,GO:0034641,GO:0043170,GO:0043493,GO:0044237,GO:0044238,GO:0044403,GO:0044419,GO:0046483,GO:0051704,GO:0071704,GO:0090304,GO:0090305,GO:0098009,GO:1901360,GO:1902494,GO:1904949",-,-,-,-,-,-,-,-,-,-,-
Cluster_949,220668.lp_1811,3.03e-312,852.0,"COG1113@1|root,COG1113@2|Bacteria,1TP97@1239|Firmicutes,4H9QX@91061|Bacilli,3F3YD@33958|Lactobacillaceae",91061|Bacilli,E,Amino acid permease,aapA,-,-,"ko:K03293,ko:K11737",-,-,-,-,"ko00000,ko02000","2.A.3.1,2.A.3.1.7",-,-,AA_permease
Cluster_950,220668.lp_2710,3.24e-307,839.0,"COG2233@1|root,COG2233@2|Bacteria,1TNZZ@1239|Firmicutes,4HBAM@91061|Bacilli,3F3Y7@33958|Lactobacillaceae",91061|Bacilli,F,xanthine permease,pbuX,"GO:0003674,GO:0005215,GO:0005345,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006863,GO:0008150,GO:0015205,GO:0015851,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0042906,GO:0042907,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072530,GO:1904823",-,"ko:K03458,ko:K16169",-,-,-,-,"ko00000,ko02000","2.A.40,2.A.40.3.1",-,iSB619.SA_RS02140,Xan_ur_permease
Cluster_951,220668.lp_1763,4.98e-309,842.0,"COG0463@1|root,COG0463@2|Bacteria,1VVRP@1239|Firmicutes,4HVYS@91061|Bacilli",91061|Bacilli,M,"Glycosyltransferase, group 2 family protein",-,-,-,-,-,-,-,-,-,-,-,-,Glycos_transf_2
Cluster_952,1136177.KCA1_0354,2.27e-137,408.0,"COG3290@1|root,COG3290@2|Bacteria,1V1ET@1239|Firmicutes,4HGNA@91061|Bacilli,3F71I@33958|Lactobacillaceae",91061|Bacilli,T,GHKL domain,-,-,2.7.13.3,ko:K07706,"ko02020,ko02024,map02020,map02024",M00495,-,-,"ko00000,ko00001,ko00002,ko01000,ko01001,ko02022",-,-,-,HATPase_c_5
Cluster_953,1423734.JCM14202_1,2.69e-71,238.0,"28IJJ@1|root,2Z8KF@2|Bacteria,1VD95@1239|Firmicutes,4HK6A@91061|Bacilli",91061|Bacilli,-,-,-,-,-,ko:K19174,-,-,-,-,"ko00000,ko02048",-,-,-,-
Cluster_954,568703.LGG_00467,6.270000000000001e-132,394.0,"COG0624@1|root,COG0624@2|Bacteria,1TP2D@1239|Firmicutes,4HB9G@91061|Bacilli,3F5JT@33958|Lactobacillaceae",91061|Bacilli,E,Peptidase family M20/M25/M40,-,-,-,-,-,-,-,-,-,-,-,-,"M20_dimer,Peptidase_M20"
