query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
Cluster_218,634499.EpC_04150,0.0,1262.0,"COG1368@1|root,COG1368@2|Bacteria,1MVCM@1224|Proteobacteria,1RNJ3@1236|Gammaproteobacteria,3X5SB@551|Erwinia",1236|Gammaproteobacteria,M,Phosphoglycerol transferase I,mdoB,"GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006490,GO:0006629,GO:0008150,GO:0008152,GO:0008960,GO:0009058,GO:0009987,GO:0016020,GO:0016740,GO:0016772,GO:0016780,GO:0042597,GO:0044237,GO:0044238,GO:0044255,GO:0044464,GO:0071704,GO:0071944,GO:1901135,GO:1901137,GO:1901576",2.7.8.20,ko:K01002,"ko01100,map01100",-,-,-,"ko00000,ko01000",-,-,-,Sulfatase
Cluster_219,634500.EbC_18110,0.0,1305.0,"COG2274@1|root,COG2274@2|Bacteria,1R2T0@1224|Proteobacteria,1SBE1@1236|Gammaproteobacteria,3X4YU@551|Erwinia",1236|Gammaproteobacteria,V,silverDB,-,-,-,ko:K12541,"ko02010,map02010",M00330,-,-,"ko00000,ko00001,ko00002,ko02000,ko02044","3.A.1.109.3,3.A.1.109.4",-,-,"ABC_membrane,ABC_tran,Peptidase_C39"
Cluster_220,371042.NG99_04425,0.0,1111.0,"28HIF@1|root,2Z7TX@2|Bacteria,1MY24@1224|Proteobacteria,1RN69@1236|Gammaproteobacteria,3X634@551|Erwinia",1236|Gammaproteobacteria,S,Replication protein,-,-,-,-,-,-,-,-,-,-,-,-,Phage_GPA
Cluster_221,465817.ETA_12240,0.0,1441.0,"COG0209@1|root,COG0209@2|Bacteria,1MUJ8@1224|Proteobacteria,1RMPV@1236|Gammaproteobacteria,3X5QF@551|Erwinia",1236|Gammaproteobacteria,F,Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides,nrdA,"GO:0000166,GO:0003674,GO:0003824,GO:0004748,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005971,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009165,GO:0009262,GO:0009263,GO:0009987,GO:0015949,GO:0016491,GO:0016725,GO:0016728,GO:0017076,GO:0018130,GO:0019438,GO:0019637,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046483,GO:0055086,GO:0055114,GO:0061731,GO:0071704,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902494,GO:1990204",1.17.4.1,ko:K00525,"ko00230,ko00240,ko01100,map00230,map00240,map01100",M00053,"R02017,R02018,R02019,R02024",RC00613,"ko00000,ko00001,ko00002,ko01000,ko03400",-,-,iSDY_1059.SDY_2428,"ATP-cone,Ribonuc_red_lgC,Ribonuc_red_lgN"
Cluster_222,371042.NG99_10010,0.0,1440.0,"COG1882@1|root,COG1882@2|Bacteria,1MWBF@1224|Proteobacteria,1RM96@1236|Gammaproteobacteria,3X552@551|Erwinia",1236|Gammaproteobacteria,H,Formate acetyltransferase,pflB,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006566,GO:0006567,GO:0006807,GO:0008150,GO:0008152,GO:0008861,GO:0009056,GO:0009063,GO:0009066,GO:0009068,GO:0009987,GO:0016054,GO:0016407,GO:0016408,GO:0016453,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606",2.3.1.54,ko:K00656,"ko00620,ko00640,ko00650,ko01100,ko01120,map00620,map00640,map00650,map01100,map01120",-,"R00212,R06987","RC00004,RC01181,RC02742,RC02833","ko00000,ko00001,ko01000",-,-,"iECH74115_1262.ECH74115_1064,iECIAI39_1322.ECIAI39_2245,iECSP_1301.ECSP_1007,iECs_1301.ECs0986,iEcSMS35_1347.EcSMS35_2218,iG2583_1286.G2583_1138,iSDY_1059.SDY_2358,iZ_1308.Z1248","Gly_radical,PFL-like"
Cluster_223,634500.EbC_33060,0.0,1350.0,"COG0280@1|root,COG0281@1|root,COG0280@2|Bacteria,COG0281@2|Bacteria,1MU0A@1224|Proteobacteria",1224|Proteobacteria,C,Malic enzyme,maeB,"GO:0003674,GO:0003824,GO:0004470,GO:0004473,GO:0005488,GO:0008150,GO:0008152,GO:0016491,GO:0016614,GO:0016615,GO:0016616,GO:0030145,GO:0043167,GO:0043169,GO:0046872,GO:0046914,GO:0055114","1.1.1.38,1.1.1.40","ko:K00027,ko:K00029","ko00620,ko00710,ko01100,ko01120,ko01200,ko02020,map00620,map00710,map01100,map01120,map01200,map02020","M00169,M00172","R00214,R00216",RC00105,"ko00000,ko00001,ko00002,ko01000",-,-,iAF987.Gmet_1637,"Malate_DH,Malic_M,PTA_PTB,malic"
Cluster_224,465817.ETA_21610,0.0,1441.0,"COG0542@1|root,COG0542@2|Bacteria,1MV8B@1224|Proteobacteria,1RMH3@1236|Gammaproteobacteria,3X5CV@551|Erwinia",1236|Gammaproteobacteria,O,Belongs to the ClpA ClpB family,clpA,"GO:0000166,GO:0003674,GO:0003824,GO:0004176,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006807,GO:0006950,GO:0006979,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0043335,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0070011,GO:0071704,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564",-,ko:K03694,-,-,-,-,"ko00000,ko03110",-,-,-,"AAA,AAA_2,ClpB_D2-small,Clp_N"
Cluster_225,465817.ETA_04410,0.0,1375.0,"COG0188@1|root,COG0188@2|Bacteria,1MURI@1224|Proteobacteria,1RMTC@1236|Gammaproteobacteria,3X5A4@551|Erwinia",1236|Gammaproteobacteria,L,Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule,parC,"GO:0000819,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006259,GO:0006265,GO:0006276,GO:0006725,GO:0006807,GO:0006996,GO:0007049,GO:0007059,GO:0007062,GO:0008150,GO:0008152,GO:0009330,GO:0009987,GO:0016020,GO:0016043,GO:0019897,GO:0019898,GO:0022402,GO:0030541,GO:0032991,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0046483,GO:0051276,GO:0071103,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0097159,GO:0098813,GO:1901360,GO:1901363",-,ko:K02621,-,-,-,-,"ko00000,ko01000,ko02048,ko03032,ko03036",-,-,-,"DNA_gyraseA_C,DNA_topoisoIV"
Cluster_226,465817.ETA_27760,0.0,1439.0,"COG0243@1|root,COG0243@2|Bacteria,1NR6J@1224|Proteobacteria,1RMVE@1236|Gammaproteobacteria,3X619@551|Erwinia",1236|Gammaproteobacteria,C,Belongs to the prokaryotic molybdopterin-containing oxidoreductase family,bisC,-,-,ko:K08351,"ko00780,ko01100,map00780,map01100",-,R10127,RC03056,"ko00000,ko00001,ko01000,ko02000",5.A.3.4,-,-,"Molybdopterin,Molydop_binding"
Cluster_227,1357279.N018_25990,2.05e-246,709.0,"COG0550@1|root,COG0550@2|Bacteria,1MUFZ@1224|Proteobacteria,1RN4X@1236|Gammaproteobacteria,1Z92H@136849|Pseudomonas syringae group",1236|Gammaproteobacteria,L,C-terminal repeat of topoisomerase,-,-,5.99.1.2,ko:K03169,-,-,-,-,"ko00000,ko01000,ko03032",-,-,-,"Topoisom_bac,Toprim,Toprim_Crpt,zf-C4_Topoisom"
Cluster_228,634499.EpC_02180,0.0,1406.0,"COG0620@1|root,COG0620@2|Bacteria,1MUI9@1224|Proteobacteria,1RMBA@1236|Gammaproteobacteria,3X5DT@551|Erwinia",1236|Gammaproteobacteria,H,Catalyzes the transfer of a methyl group from 5- methyltetrahydrofolate to homocysteine resulting in methionine formation,metE,"GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0003871,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006464,GO:0006479,GO:0006520,GO:0006555,GO:0006575,GO:0006725,GO:0006730,GO:0006732,GO:0006760,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008172,GO:0008213,GO:0008276,GO:0008652,GO:0008705,GO:0009058,GO:0009066,GO:0009067,GO:0009086,GO:0009987,GO:0016053,GO:0016740,GO:0016741,GO:0019538,GO:0019752,GO:0032259,GO:0034641,GO:0035999,GO:0036211,GO:0042084,GO:0042085,GO:0042558,GO:0043170,GO:0043412,GO:0043414,GO:0043436,GO:0043603,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046653,GO:0050667,GO:0051186,GO:0071704,GO:0140096,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",2.1.1.14,ko:K00549,"ko00270,ko00450,ko01100,ko01110,ko01230,map00270,map00450,map01100,map01110,map01230",M00017,"R04405,R09365","RC00035,RC00113,RC01241","ko00000,ko00001,ko00002,ko01000",-,-,"iE2348C_1286.E2348C_4130,iECO103_1326.ECO103_4334,iECO111_1330.ECO111_4657,iECO26_1355.ECO26_4756,iECW_1372.ECW_m4131,iEKO11_1354.EKO11_4528,iPC815.YPO3788,iWFL_1372.ECW_m4131","Meth_synt_1,Meth_synt_2"
Cluster_229,465817.ETA_32820,0.0,1020.0,"COG2217@1|root,COG2217@2|Bacteria,1MU08@1224|Proteobacteria,1RN2C@1236|Gammaproteobacteria,3X64J@551|Erwinia",1236|Gammaproteobacteria,P,E1-E2 ATPase,zntA,"GO:0000041,GO:0003674,GO:0003824,GO:0005215,GO:0005385,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006824,GO:0006829,GO:0006950,GO:0008150,GO:0008324,GO:0008551,GO:0009636,GO:0010035,GO:0010038,GO:0010043,GO:0010312,GO:0015075,GO:0015086,GO:0015087,GO:0015094,GO:0015099,GO:0015318,GO:0015399,GO:0015405,GO:0015662,GO:0015675,GO:0015691,GO:0015692,GO:0016020,GO:0016021,GO:0016462,GO:0016463,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0030001,GO:0031224,GO:0034220,GO:0035444,GO:0042221,GO:0042623,GO:0042625,GO:0042626,GO:0043492,GO:0044425,GO:0044464,GO:0046686,GO:0046873,GO:0046915,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0070574,GO:0070838,GO:0071577,GO:0071944,GO:0072509,GO:0072511,GO:0090662,GO:0097501,GO:0098655,GO:0098660,GO:0098662,GO:0098754,GO:0099131,GO:0099132,GO:1990359","3.6.3.3,3.6.3.5",ko:K01534,-,-,-,-,"ko00000,ko01000",3.A.3.6,-,"iLF82_1304.LF82_3723,iNRG857_1313.NRG857_17200,iUMNK88_1353.UMNK88_4239,iYL1228.KPN_03835","E1-E2_ATPase,HMA,Hydrolase"
Cluster_230,634499.EpC_22700,0.0,1061.0,"COG0658@1|root,COG2333@1|root,COG0658@2|Bacteria,COG2333@2|Bacteria,1MUKF@1224|Proteobacteria,1RMW6@1236|Gammaproteobacteria,3X5Y6@551|Erwinia",1236|Gammaproteobacteria,S,Domain of unknown function (DUF4131),ycaI,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,ko:K02238,-,M00429,-,-,"ko00000,ko00002,ko02044","3.A.11.1,3.A.11.2",-,-,"Competence,DUF4131,Lactamase_B"
Cluster_231,665029.EAMY_1268,0.0,1176.0,"COG0668@1|root,COG0668@2|Bacteria,1MY0I@1224|Proteobacteria,1RQKY@1236|Gammaproteobacteria,3X4K1@551|Erwinia",1236|Gammaproteobacteria,M,Mechanosensitive ion channel,ybiO,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,ko:K22044,-,-,-,-,"ko00000,ko02000",1.A.23.3,-,-,MS_channel
Cluster_232,634500.EbC_43910,0.0,1071.0,"COG1215@1|root,COG1215@2|Bacteria,1MWF8@1224|Proteobacteria,1RPJ6@1236|Gammaproteobacteria,3X7FW@551|Erwinia",1236|Gammaproteobacteria,M,Bacterial cellulose synthase subunit,bcsB,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",2.4.1.12,"ko:K00694,ko:K20541","ko00500,ko01100,ko02026,map00500,map01100,map02026",-,R02889,RC00005,"ko00000,ko00001,ko01000,ko01003,ko02000","4.D.3.1.2,4.D.3.1.5,4.D.3.1.6",GT2,-,"BcsB,Glyco_tranf_2_3,Glycos_transf_2"
Cluster_233,910964.GEAM_0503,0.0,1028.0,"COG1529@1|root,COG1529@2|Bacteria,1QTTJ@1224|Proteobacteria,1RNCM@1236|Gammaproteobacteria",1236|Gammaproteobacteria,C,"Aerobic-type carbon monoxide dehydrogenase, large subunit CoxL",-,-,-,-,-,-,-,-,-,-,-,-,Ald_Xan_dh_C2
Cluster_234,634499.EpC_28750,0.0,1337.0,"COG3605@1|root,COG3605@2|Bacteria,1QTTV@1224|Proteobacteria,1T1H2@1236|Gammaproteobacteria,3X63Y@551|Erwinia",1236|Gammaproteobacteria,T,Belongs to the PEP-utilizing enzyme family,ptsP,"GO:0003674,GO:0003824,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008965,GO:0009987,GO:0010033,GO:0010243,GO:0016310,GO:0016740,GO:0016772,GO:0016775,GO:0019538,GO:0036211,GO:0042221,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0050896,GO:0071704,GO:1901564,GO:1901698",2.7.3.9,"ko:K08483,ko:K08484","ko02060,map02060",-,-,-,"ko00000,ko00001,ko01000,ko02000",8.A.7,-,-,"GAF,GAF_2,PEP-utilisers_N,PEP-utilizers,PEP-utilizers_C"
Cluster_235,640513.Entas_2044,0.0,940.0,"COG2274@1|root,COG2274@2|Bacteria,1R2T0@1224|Proteobacteria,1SBE1@1236|Gammaproteobacteria,3X1NU@547|Enterobacter",1236|Gammaproteobacteria,V,"ABC transporter, transmembrane region",-,-,-,ko:K12541,"ko02010,map02010",M00330,-,-,"ko00000,ko00001,ko00002,ko02000,ko02044","3.A.1.109.3,3.A.1.109.4",-,-,"ABC_membrane,ABC_tran"
Cluster_236,634499.EpC_28420,0.0,1423.0,"COG0317@1|root,COG0317@2|Bacteria,1MU44@1224|Proteobacteria,1RN3H@1236|Gammaproteobacteria,3X63X@551|Erwinia",1236|Gammaproteobacteria,KT,In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance,relA,"GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0008728,GO:0008893,GO:0009116,GO:0009117,GO:0009119,GO:0009150,GO:0009259,GO:0009605,GO:0009987,GO:0009991,GO:0015949,GO:0015969,GO:0016020,GO:0016740,GO:0016772,GO:0016778,GO:0016787,GO:0016788,GO:0016794,GO:0019637,GO:0019693,GO:0030312,GO:0031667,GO:0033865,GO:0033875,GO:0034032,GO:0034035,GO:0034641,GO:0042278,GO:0042578,GO:0042594,GO:0044237,GO:0044238,GO:0044281,GO:0044464,GO:0046128,GO:0046483,GO:0050896,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:1901068,GO:1901135,GO:1901360,GO:1901564,GO:1901657",2.7.6.5,ko:K00951,"ko00230,map00230",-,R00429,"RC00002,RC00078","ko00000,ko00001,ko01000",-,-,iSFV_1184.SFV_2673,"ACT_4,HD_4,RelA_SpoT,TGS"
Cluster_237,82996.sch_16760,0.0,1286.0,"COG1178@1|root,COG1178@2|Bacteria,1MXZZ@1224|Proteobacteria,1RY3W@1236|Gammaproteobacteria,3ZZN0@613|Serratia",1236|Gammaproteobacteria,P,Binding-protein-dependent transport system inner membrane component,-,-,-,ko:K02011,"ko02010,map02010",M00190,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.10,-,-,BPD_transp_1
Cluster_238,634499.EpC_10790,0.0,1020.0,"COG2199@1|root,COG2200@1|root,COG2199@2|Bacteria,COG2200@2|Bacteria,1RGCV@1224|Proteobacteria,1T1U0@1236|Gammaproteobacteria,3X5B2@551|Erwinia",1236|Gammaproteobacteria,T,Inner membrane protein YfgF,yfgF,-,-,-,-,-,-,-,-,-,-,-,"EAL,MASE1"
Cluster_239,549.BW31_02272,0.0,1333.0,"COG4984@1|root,COG4984@2|Bacteria,1RB7Y@1224|Proteobacteria,1S046@1236|Gammaproteobacteria,3W1KZ@53335|Pantoea",1236|Gammaproteobacteria,S,Predicted membrane protein (DUF2157),-,-,-,-,-,-,-,-,-,-,-,-,"DUF2157,DUF4401"
Cluster_240,634500.EbC_29340,0.0,1209.0,"COG5434@1|root,COG5434@2|Bacteria,1Q4KU@1224|Proteobacteria,1T45R@1236|Gammaproteobacteria,3X5GX@551|Erwinia",1236|Gammaproteobacteria,M,biosynthesis protein,cpsF,-,-,ko:K16709,-,-,-,-,ko00000,-,-,-,Head_binding
Cluster_241,465817.ETA_17760,1.72e-313,882.0,"COG4656@1|root,COG4656@2|Bacteria,1QTUI@1224|Proteobacteria,1RMIM@1236|Gammaproteobacteria,3X5C3@551|Erwinia",1236|Gammaproteobacteria,C,Part of a membrane complex involved in electron transport,rnfC,"GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0016651,GO:0055114",-,ko:K03615,-,-,-,-,ko00000,-,-,-,"Complex1_51K,Fer4_10,Fer4_7,Fer4_8,RnfC_N,SLBB"
Cluster_242,4572.TRIUR3_32696-P1,0.0,1437.0,"COG0685@1|root,2QTDY@2759|Eukaryota,37ZNC@33090|Viridiplantae",33090|Viridiplantae,E,Peroxidase,-,-,-,-,-,-,-,-,-,-,-,-,peroxidase
Cluster_243,465817.ETA_23860,0.0,1278.0,"COG4772@1|root,COG4772@2|Bacteria,1MUIH@1224|Proteobacteria,1RQYX@1236|Gammaproteobacteria,3X51J@551|Erwinia",1236|Gammaproteobacteria,M,Outer Membrane Receptor,yncD,-,-,ko:K02014,-,-,-,-,"ko00000,ko02000",1.B.14,-,-,"Plug,TonB_dep_Rec"
Cluster_244,634499.EpC_08540,0.0,1275.0,"COG4773@1|root,COG4773@2|Bacteria,1QTT0@1224|Proteobacteria,1RNBT@1236|Gammaproteobacteria,3X5G4@551|Erwinia",1236|Gammaproteobacteria,P,receptor,fhuA,-,-,ko:K02014,-,-,-,-,"ko00000,ko02000",1.B.14,-,"iECABU_c1320.ECABU_c01640,iECED1_1282.ECED1_0156,ic_1306.c0185","Plug,TonB_dep_Rec"
Cluster_245,465817.ETA_01220,0.0,1349.0,"COG1198@1|root,COG1198@2|Bacteria,1MUUZ@1224|Proteobacteria,1RPZ7@1236|Gammaproteobacteria,3X4D5@551|Erwinia",1236|Gammaproteobacteria,L,"Involved in the restart of stalled replication forks. Recognizes and binds the arrested nascent DNA chain at stalled replication forks. It can open the DNA duplex, via its helicase activity, and promote assembly of the primosome and loading of the major replicative helicase DnaB onto DNA",priA,"GO:0003674,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006268,GO:0006270,GO:0006276,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009628,GO:0009987,GO:0010212,GO:0010332,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032392,GO:0032508,GO:0033554,GO:0034641,GO:0034645,GO:0042221,GO:0042623,GO:0043138,GO:0043140,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0046483,GO:0046677,GO:0050896,GO:0051276,GO:0051716,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0140097,GO:1901360,GO:1901576",-,ko:K04066,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"DEAD,Helicase_C,ResIII"
Cluster_246,634499.EpC_02330,0.0,1197.0,"COG1024@1|root,COG1250@1|root,COG1024@2|Bacteria,COG1250@2|Bacteria,1MU9P@1224|Proteobacteria,1RMZ8@1236|Gammaproteobacteria,3X5GS@551|Erwinia",1236|Gammaproteobacteria,I,Involved in the aerobic and anaerobic degradation of long-chain fatty acids via beta-oxidation cycle. Catalyzes the formation of 3-oxoacyl-CoA from enoyl-CoA via L-3-hydroxyacyl-CoA. It can also use D-3-hydroxyacyl-CoA and cis-3-enoyl-CoA as substrate,fadB,"GO:0003674,GO:0003824,GO:0003857,GO:0004165,GO:0004300,GO:0006082,GO:0006629,GO:0006631,GO:0006635,GO:0008150,GO:0008152,GO:0008692,GO:0009056,GO:0009062,GO:0009987,GO:0016042,GO:0016054,GO:0016491,GO:0016614,GO:0016616,GO:0016829,GO:0016835,GO:0016836,GO:0016853,GO:0016854,GO:0016856,GO:0016860,GO:0016863,GO:0019395,GO:0019752,GO:0030258,GO:0032787,GO:0034440,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0046395,GO:0055114,GO:0071704,GO:0072329,GO:1901575","1.1.1.35,4.2.1.17,5.1.2.3,5.3.3.8","ko:K01782,ko:K01825","ko00071,ko00280,ko00281,ko00310,ko00362,ko00380,ko00410,ko00640,ko00650,ko00903,ko00930,ko01040,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00071,map00280,map00281,map00310,map00362,map00380,map00410,map00640,map00650,map00903,map00930,map01040,map01100,map01110,map01120,map01130,map01200,map01212","M00032,M00087","R01975,R03026,R03045,R03276,R04137,R04170,R04203,R04204,R04224,R04737,R04738,R04739,R04740,R04741,R04744,R04745,R04746,R04748,R04749,R04756,R05066,R05305,R06411,R06412,R06941,R06942,R07935,R07951,R08093,R08094","RC00029,RC00099,RC00117,RC00241,RC00525,RC00831,RC00834,RC00896,RC01078,RC01086,RC01095,RC01098,RC01103,RC01217,RC02115","ko00000,ko00001,ko00002,ko01000",-,-,"iLF82_1304.LF82_0614,iNRG857_1313.NRG857_19200","3HCDH,3HCDH_N,ECH_1"
Cluster_247,665029.EAMY_3469,0.0,1433.0,"COG0296@1|root,COG0296@2|Bacteria,1QTVN@1224|Proteobacteria,1RQSK@1236|Gammaproteobacteria,3X5MR@551|Erwinia",1236|Gammaproteobacteria,G,"Catalyzes the formation of the alpha-1,6-glucosidic linkages in glycogen by scission of a 1,4-alpha-linked oligosaccharide from growing alpha-1,4-glucan chains and the subsequent attachment of the oligosaccharide to the alpha-1,6 position",glgB,"GO:0000271,GO:0003674,GO:0003824,GO:0003844,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0005977,GO:0005978,GO:0006073,GO:0006091,GO:0006112,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009250,GO:0009987,GO:0015980,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0033554,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051716,GO:0055114,GO:0071704,GO:1901576",2.4.1.18,ko:K00700,"ko00500,ko01100,ko01110,map00500,map01100,map01110",M00565,R02110,-,"ko00000,ko00001,ko00002,ko01000,ko04147",-,"CBM48,GH13","iAPECO1_1312.APECO1_3025,iECNA114_1301.ECNA114_3542,iECOK1_1307.ECOK1_3857,iECS88_1305.ECS88_3830,iECSF_1327.ECSF_3253,iLF82_1304.LF82_0837,iNRG857_1313.NRG857_17030,iUTI89_1310.UTI89_C3941","Alpha-amylase,Alpha-amylase_C,CBM_48"
Cluster_248,273526.SMDB11_1732,0.0,1046.0,"COG4773@1|root,COG4773@2|Bacteria,1QTT0@1224|Proteobacteria,1RNBT@1236|Gammaproteobacteria,3ZZIY@613|Serratia",1236|Gammaproteobacteria,P,Involved with the transport of ferrichrome across the outer membrane,-,-,-,ko:K02014,-,-,-,-,"ko00000,ko02000",1.B.14,-,-,"Plug,TonB_dep_Rec"
Cluster_249,665029.EAMY_2250,0.0,1137.0,"COG0489@1|root,COG3206@1|root,COG0489@2|Bacteria,COG3206@2|Bacteria,1MVI9@1224|Proteobacteria,1RNB0@1236|Gammaproteobacteria,3X59Y@551|Erwinia",1236|Gammaproteobacteria,DM,tyrosine-protein kinase,wzc,-,-,ko:K16692,-,-,-,-,"ko00000,ko01000,ko01001",-,-,-,"AAA_31,GNVR,Wzz"
Cluster_250,579405.Dd703_1502,4.32e-270,768.0,"COG4773@1|root,COG4773@2|Bacteria,1QTT0@1224|Proteobacteria,1RNBT@1236|Gammaproteobacteria,2JBQY@204037|Dickeya",1236|Gammaproteobacteria,P,TonB dependent receptor,fhuA,-,-,ko:K02014,-,-,-,-,"ko00000,ko02000",1.B.14,-,"iECABU_c1320.ECABU_c01640,iECED1_1282.ECED1_0156,ic_1306.c0185","Plug,TonB_dep_Rec"
Cluster_251,741091.Rahaq_4441,0.0,1131.0,"COG4773@1|root,COG4773@2|Bacteria,1MW5E@1224|Proteobacteria,1RMBD@1236|Gammaproteobacteria",1236|Gammaproteobacteria,P,receptor,fhuE,-,-,ko:K16088,-,-,-,-,"ko00000,ko02000","1.B.14.1.10,1.B.14.1.3,1.B.14.1.8",-,-,"Plug,TonB_dep_Rec"
